Electricity generated (kWh) from onsite renewable sources (wind or solar),Energy consumption (kWh) from biomass combustion (wood),Total electricity emissions,Total fossil fuel emissions,BUILDING AND STREET LIGHTING TOTAL,Fleet vehicles,Business Travel,Other,TRANSPORT TOTAL,CO2 EMISSIONS TOTAL,Total electricity emissions,Total fossil fuel emissions,Total biomass emissions,BUILDING AND STREET LIGHTING TOTAL,Fleet vehicles,Business Travel,Other,TRANSPORT TOTAL,NOX EMISSIONS TOTAL,Total electricity emissions,Total fossil fuel emissions,Total biomass emissions,BUILDING AND STREET LIGHTING TOTAL,Fleet vehicles,Business Travel,Other,TRANSPORT TOTAL,PM10 EMISSIONS TOTAL
0.0 ,0.0 ,"4,949.7 ","1,213.2 ","6,162.9 ","1,075.9 ",165.3 ,0.0 ,"1,241.2 ","7,404.1 ",10.7 ,1.1 ,0.0 ,11.9 ,4.6 ,0.2 ,0.0 ,4.8 ,16.6 ,0.3 ,0.0 ,0.0 ,0.3 ,0.2 ,0.0 ,0.0 ,0.2 ,0.5 
0.0 ,0.0 ,"4,120.0 ","1,264.1 ","5,384.1 ",709.4 ,48.6 ,0.0 ,758.0 ,"6,142.1 ",8.9 ,1.1 ,0.0 ,10.1 ,4.0 ,0.1 ,0.0 ,4.0 ,14.1 ,0.3 ,0.0 ,0.0 ,0.3 ,0.1 ,0.0 ,0.0 ,0.1 ,0.4 
0.0 ,0.0 ,674.0 ,163.4 ,837.4 ,924.9 ,61.5 ,0.0 ,986.4 ,"1,823.8 ",1.5 ,0.1 ,0.0 ,1.6 ,5.8 ,0.0 ,0.0 ,5.8 ,7.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 
0.0 ,0.0 ,"2,078.5 ",935.6 ,"3,014.1 ",738.1 ,31.2 ,0.0 ,769.3 ,"3,783.4 ",4.5 ,0.8 ,0.0 ,5.3 ,3.7 ,0.0 ,0.0 ,3.8 ,9.1 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 ,0.0 ,0.0 ,0.1 ,0.3 
0.0 ,0.0 ,"1,952.5 ",447.8 ,"2,400.4 ","1,110.0 ",136.8 ,0.0 ,"1,246.8 ","3,647.2 ",4.2 ,0.4 ,0.0 ,4.6 ,6.2 ,0.1 ,0.0 ,6.3 ,10.9 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 ,0.0 ,0.0 ,0.2 ,0.3 
0.0 ,0.0 ,"99,592.6 ","84,996.3 ","184,588.8 ","28,817.5 ","6,241.4 ",0.0 ,"35,059.0 ","219,647.8 ",215.6 ,75.4 ,0.0 ,291.0 ,145.9 ,8.1 ,0.0 ,154.0 ,445.0 ,6.3 ,1.4 ,0.0 ,7.6 ,4.4 ,0.3 ,0.0 ,4.7 ,12.3 
*0.0,*0.0,*19879.9,*19413.2,*39293,*2119.4,*517.6,*0.0,*2637,*41930,*43,*16.6,*0.0,*59.7,*8.7,*0.5,*0.0,*9.2,*68.8,*1.2,*0.8,*0.0,*2,*0.2,*0,*0.0,*0.2,*2.2
0.0 ,0.0 ,"46,421.6 ","35,137.2 ","81,558.8 ","5,148.3 ","5,902.9 ",614.1 ,"11,665.3 ","93,224.1 ",100.5 ,30.2 ,0.0 ,130.7 ,N/A,N/A,N/A,N/A,N/A,2.9 ,1.0 ,0.0 ,3.9 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"1,756.0 ","1,265.9 ","3,021.9 ",0.0 ,"1,862.2 ",0.0 ,"1,862.2 ","4,884.1 ",3.8 ,1.6 ,0.0 ,5.4 ,0.0 ,7.6 ,0.0 ,7.6 ,13.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.0 ,0.2 ,0.0 ,0.2 ,0.3 
*0.0,*0.0,*413.1,*91.5,*504.6,*196.1,*105.6,*0.0,*301.7,*806.3,*0.9,*0.1,*0.0,*1,*0.8,*0.2,*0.0,*1.1,*2.1,*0,*0,*0.0,*0,*0,*0,*0.0,*0,*0
0.0 ,0.0 ,"1,341.6 ",424.1 ,"1,765.7 ",660.7 ,108.6 ,0.0 ,769.3 ,"2,535.0 ",2.9 ,0.3 ,0.0 ,3.2 ,3.6 ,0.0 ,0.0 ,3.7 ,6.9 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 
*0.0,*0.0,*3394.5,*1834.6,*5229.1,*144,*1608.9,*0.0,*1752.9,*6982,*7.3,*1.6,*0.0,*9,*0.4,*7.8,*0.0,*8.2,*17.2,*0.2,*0,*0.0,*0.2,*0,*0.2,*0.0,*0.2,*0.5
0.0 ,0.0 ,"1,556.3 ",967.7 ,"2,524.0 ","1,123.0 ",152.0 ,0.0 ,"1,275.0 ","3,799.0 ",3.4 ,0.9 ,0.0 ,4.2 ,5.0 ,0.3 ,0.0 ,5.2 ,9.5 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 ,0.0 ,0.0 ,0.1 ,0.3 
0.0 ,0.0 ,"4,980.9 ","3,735.2 ","8,716.1 ",0.0 ,"16,173.1 ",0.0 ,"16,173.1 ","24,889.2 ",10.8 ,3.4 ,0.0 ,14.1 ,N/A,N/A,N/A,N/A,N/A,0.3 ,0.1 ,0.0 ,0.4 ,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"61,095.1 ","44,227.8 ","105,323.0 ","7,800.8 ","26,005.1 ",614.1 ,"34,420.0 ","139,742.9 ",132.3 ,38.7 ,0.0 ,171.0 ,12.0 ,16.1 ,0.0 ,28.2 ,199.1 ,3.8 ,1.1 ,0.0 ,5.0 ,0.3 ,0.4 ,0.0 ,0.8 ,5.8 
0.0 ,0.0 ,"19,655.2 ","13,770.8 ","33,426.0 ","2,130.4 ",649.1 ,0.0 ,"2,779.5 ","36,205.6 ",42.5 ,12.3 ,0.0 ,54.8 ,10.9 ,0.7 ,0.0 ,11.6 ,66.4 ,1.2 ,0.2 ,0.0 ,1.5 ,0.4 ,0.0 ,0.0 ,0.4 ,1.9 
0.0 ,0.0 ,"12,964.6 ","10,013.4 ","22,977.9 ",0.0 ,"1,834.6 ",0.0 ,"1,834.6 ","24,812.5 ",28.1 ,12.7 ,0.0 ,40.8 ,N/A,N/A,N/A,N/A,N/A,0.8 ,0.2 ,0.0 ,1.0 ,N/A,N/A,N/A,N/A,N/A
0.0 ,"1,881,749.1 ","40,995.6 ","26,157.3 ","67,152.8 ","4,715.1 ","11,547.6 ",0.0 ,"16,262.7 ","83,415.5 ",88.7 ,30.0 ,1.0 ,119.8 ,16.4 ,26.8 ,0.0 ,43.2 ,163.0 ,2.6 ,0.8 ,0.3 ,3.6 ,0.6 ,0.7 ,0.0 ,1.3 ,4.9 
0.0 ,0.0 ,"1,068.1 ",636.2 ,"1,704.3 ",755.4 ,187.4 ,0.0 ,942.8 ,"2,647.2 ",2.3 ,0.8 ,0.0 ,3.1 ,4.2 ,1.0 ,0.0 ,5.2 ,8.3 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 
"62,202.0 ",0.0 ,532.0 ,528.0 ,"1,060.1 ",205.3 ,82.3 ,0.0 ,287.6 ,"1,347.6 ",1.2 ,0.7 ,0.0 ,1.8 ,0.6 ,0.0 ,0.0 ,0.7 ,2.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
0.0 ,"49,584.0 ","5,534.4 ","1,805.6 ","7,340.1 ","1,841.9 ",5.6 ,0.0 ,"1,847.6 ","9,187.6 ",12.0 ,2.3 ,0.0 ,14.3 ,8.7 ,0.0 ,0.0 ,8.7 ,23.0 ,0.3 ,0.0 ,0.0 ,0.4 ,0.3 ,0.0 ,0.0 ,0.3 ,0.7 
0.0 ,0.0 ,"1,375.8 ",542.5 ,"1,918.3 ",950.2 ,118.8 ,0.0 ,"1,069.0 ","2,987.3 ",3.0 ,0.7 ,0.0 ,3.7 ,4.4 ,0.1 ,0.0 ,4.5 ,8.1 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 
*0.0,*0.0,*1789.6,*963.8,*2753.4,*1259.5,*130.4,*0.0,*1389.9,*4143.3,*3.9,*1.2,*0.0,*5.1,*7.3,*0.2,*0.0,*7.5,*12.6,*0.1,*0,*0.0,*0.1,*0.2,*0,*0.0,*0.2,*0.4
*0.0,*0.0,*1652.1,*1057.3,*2709.5,*945.2,*188.8,*0.0,*1133.9,*3843.4,*3.6,*1.2,*0.0,*4.8,*3.5,*0.3,*0.0,*3.8,*8.6,*0.1,*0,*0.0,*0.1,*0.1,*0,*0.0,*0.1,*0.2
0.0 ,0.0 ,"1,583.1 ","1,082.9 ","2,666.0 ",396.6 ,168.0 ,0.0 ,564.6 ,"3,230.6 ",3.4 ,1.4 ,0.0 ,4.8 ,1.7 ,0.2 ,0.0 ,2.0 ,6.8 ,0.1 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 
"62,202.0 ","1,931,333.1 ","54,530.8 ","32,773.6 ","87,304.4 ","11,069.2 ","12,428.8 ",0.0 ,"23,498.0 ","110,802.5 ",118.0 ,38.3 ,1.0 ,157.4 ,47.0 ,28.6 ,0.0 ,75.6 ,233.0 ,3.4 ,0.9 ,0.3 ,4.6 ,1.4 ,0.7 ,0.0 ,2.2 ,6.8 
0.0 ,0.0 ,"13,678.1 ","6,163.7 ","19,841.8 ",578.5 ,655.1 ,0.0 ,"1,233.6 ","21,075.4 ",29.6 ,5.6 ,0.0 ,35.2 ,2.0 ,3.4 ,0.0 ,5.4 ,40.7 ,0.9 ,0.1 ,0.0 ,1.0 ,0.1 ,0.1 ,0.0 ,0.2 ,1.2 
"62,202.0 ","1,931,333.1 ","442,433.1 ","283,641.0 ","726,074.1 ","76,340.6 ","68,925.6 ",761.5 ,"146,027.6 ","872,101.7 ",957.9 ,274.4 ,1.0 ,"1,233.3 ",285.1 ,84.4 ,0.3 ,369.8 ,"1,603.1 ",27.8 ,6.0 ,0.3 ,34.1 ,8.7 ,2.4 ,0.0 ,11.1 ,45.2 
"8,500.0 ",0.0 ,"14,266.7 ","8,827.7 ","23,094.4 ","2,651.4 ",600.8 ,57.1 ,"3,309.3 ","26,403.7 ",30.9 ,7.9 ,0.0 ,38.8 ,N/A,N/A,N/A,N/A,N/A,0.9 ,0.1 ,0.0 ,1.0 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"25,564.3 ","17,558.1 ","43,122.5 ","3,857.6 ",487.4 ,0.0 ,"4,345.0 ","47,467.5 ",55.3 ,15.6 ,0.0 ,70.9 ,19.4 ,0.6 ,0.0 ,20.0 ,90.9 ,1.6 ,0.3 ,0.0 ,1.9 ,0.9 ,0.0 ,0.0 ,0.9 ,2.8 
0.0 ,0.0 ,"20,621.0 ","12,223.8 ","32,844.8 ","1,129.5 ",347.3 ,0.0 ,"1,476.8 ","34,321.6 ",44.6 ,11.0 ,0.0 ,55.7 ,7.7 ,0.2 ,0.0 ,7.9 ,63.6 ,1.3 ,0.2 ,0.0 ,1.5 ,0.3 ,0.0 ,0.0 ,0.3 ,1.8 
0.0 ,0.0 ,"22,279.5 ","13,927.5 ","36,207.0 ",403.2 ,"2,612.2 ",0.0 ,"3,015.4 ","39,222.4 ",48.2 ,12.1 ,0.0 ,60.4 ,1.2 ,13.1 ,0.0 ,14.2 ,74.6 ,1.4 ,0.3 ,0.0 ,1.7 ,0.1 ,0.4 ,0.0 ,0.5 ,2.2 
0.0 ,0.0 ,"22,262.6 ","15,188.1 ","37,450.7 ","2,756.3 ",603.6 ,0.0 ,"3,359.9 ","40,810.6 ",48.2 ,18.2 ,0.0 ,66.4 ,19.5 ,0.0 ,0.0 ,19.5 ,86.0 ,1.4 ,0.4 ,0.0 ,1.8 ,0.8 ,0.0 ,0.0 ,0.8 ,2.5 
*0.0,*0.0,*18841.9,*10362.6,*29204.5,*4629.2,*133.6,*0.0,*4762.8,*33967.3,*40.8,*9.3,*0.0,*50.1,*9.3,*0.1,*0.0,*9.4,*59.5,*1.2,*0.2,*0.0,*1.3,*0.2,*0,*0.0,*0.2,*1.6
0.0 ,0.0 ,"32,159.0 ","7,294.6 ","39,453.6 ",945.5 ,0.0 ,0.0 ,945.5 ,"40,399.1 ",69.8 ,12.4 ,0.0 ,82.2 ,4.7 ,0.0 ,0.0 ,4.7 ,86.9 ,2.0 ,1.2 ,0.0 ,3.3 ,0.1 ,0.0 ,0.0 ,0.1 ,3.4 
0.0 ,0.0 ,"26,473.7 ","17,384.4 ","43,858.1 ","4,705.6 ",509.8 ,0.0 ,"5,215.4 ","49,073.5 ",57.3 ,21.9 ,0.0 ,79.2 ,N/A,N/A,N/A,N/A,N/A,1.7 ,0.3 ,0.0 ,2.0 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"20,276.5 ","13,472.3 ","33,748.9 ","3,888.7 ",285.2 ,0.0 ,"4,173.9 ","37,922.8 ",43.9 ,12.1 ,0.0 ,56.0 ,15.2 ,0.2 ,0.0 ,15.4 ,71.4 ,1.3 ,0.2 ,0.0 ,1.5 ,0.5 ,0.0 ,0.0 ,0.5 ,2.0 
0.0 ,0.0 ,"22,479.6 ","15,628.8 ","38,108.4 ","2,629.3 ",459.6 ,0.0 ,"3,088.9 ","41,197.3 ",48.7 ,18.6 ,0.0 ,67.2 ,9.9 ,2.2 ,0.0 ,12.1 ,79.3 ,1.4 ,0.3 ,0.0 ,1.7 ,0.3 ,0.1 ,0.0 ,0.4 ,2.1 
0.0 ,0.0 ,"28,310.0 ","15,802.8 ","44,112.8 ","4,635.6 ",515.2 ,0.0 ,"5,150.8 ","49,263.6 ",61.3 ,19.9 ,0.0 ,81.2 ,37.3 ,0.2 ,0.0 ,37.5 ,118.7 ,1.8 ,0.3 ,0.0 ,2.1 ,1.5 ,0.0 ,0.0 ,1.5 ,3.5 
*0.0,*0.0,*15952.6,*12701.9,*28654.5,*3320.5,*209.6,*0.0,*3530.1,*32184.6,*34.5,*11.7,*0.0,*46.2,*14.8,*0.3,*0.0,*15.1,*61.3,*1,*0.3,*0.0,*1.3,*0.3,*0,*0.0,*0.3,*1.6
0.0 ,0.0 ,"12,969.2 ","8,981.8 ","21,951.0 ","2,372.3 ",102.6 ,0.0 ,"2,474.9 ","24,425.9 ",28.1 ,10.9 ,0.0 ,39.0 ,8.6 ,0.1 ,0.0 ,8.7 ,47.7 ,0.8 ,0.2 ,0.0 ,1.0 ,0.3 ,0.0 ,0.0 ,0.3 ,1.3 
0.0 ,0.0 ,"21,056.6 ","15,079.2 ","36,135.9 ","3,183.9 ",233.6 ,0.0 ,"3,417.5 ","39,553.3 ",45.6 ,18.9 ,0.0 ,64.5 ,N/A,N/A,N/A,N/A,N/A,1.3 ,0.3 ,0.0 ,1.6 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"15,056.4 ","13,589.5 ","28,645.9 ","2,057.1 ",200.3 ,0.0 ,"2,257.4 ","30,903.2 ",32.6 ,12.0 ,0.0 ,44.5 ,N/A,N/A,N/A,N/A,N/A,0.9 ,0.2 ,0.0 ,1.1 ,N/A,N/A,N/A,N/A,N/A
*0.0,*89760,*15703.4,*10455.5,*26158.9,*1663.5,*420.4,*0.0,*2083.9,*28242.8,*34,*9.6,*0,*43.6,*7.6,*0.3,*0.0,*8,*51.6,*1,*0.2,*0,*1.2,*0.3,*0,*0.0,*0.3,*1.5
0.0 ,0.0 ,"22,654.5 ","14,884.8 ","37,539.3 ","1,660.9 ","1,583.9 ",0.0 ,"3,244.8 ","40,784.1 ",49.0 ,18.9 ,0.0 ,67.9 ,0.8 ,5.6 ,0.0 ,6.3 ,74.2 ,1.4 ,0.3 ,0.0 ,1.7 ,0.0 ,0.2 ,0.0 ,0.2 ,1.9 
0.0 ,0.0 ,"19,735.1 ","13,421.5 ","33,156.6 ","1,190.5 ",464.7 ,0.0 ,"1,655.2 ","34,811.8 ",42.7 ,14.9 ,0.0 ,57.6 ,7.6 ,0.3 ,0.0 ,7.8 ,65.4 ,1.2 ,0.2 ,0.0 ,1.5 ,0.3 ,0.0 ,0.0 ,0.3 ,1.8 
"4,938.0 ","23,139.0 ","16,582.3 ","11,438.9 ","28,021.2 ","2,666.0 ",0.0 ,0.0 ,"2,666.0 ","30,687.2 ",35.9 ,14.5 ,0.0 ,50.4 ,4.9 ,0.0 ,0.0 ,4.9 ,55.3 ,1.0 ,0.2 ,0.0 ,1.3 ,0.3 ,0.0 ,0.0 ,0.3 ,1.6 
0.0 ,0.0 ,"14,410.3 ","6,705.0 ","21,115.3 ","2,459.7 ",45.5 ,0.0 ,"2,505.2 ","23,620.5 ",31.2 ,5.7 ,0.0 ,36.9 ,9.0 ,0.0 ,0.0 ,9.1 ,46.0 ,0.9 ,0.1 ,0.0 ,1.0 ,0.4 ,0.0 ,0.0 ,0.4 ,1.4 
*0.0,*0.0,*9275.6,*4925.8,*14201.3,*2640.1,*700.5,*24.8,*3365.4,*17566.8,*20.1,*4,*0.0,*24,*N/A,*N/A,*N/A,*N/A,*N/A,*0.6,*0.2,*0.0,*0.8,*N/A,*N/A,*N/A,*N/A,*N/A
*0.0,*0.0,*24704.6,*26142.5,*50847.1,*5588.7,*84.8,*0.0,*5673.6,*56520.7,*53.5,*30.1,*0.0,*83.6,*N/A,*N/A,*N/A,*N/A,*N/A,*1.6,*0.6,*0.0,*2.2,*N/A,*N/A,*N/A,*N/A,*N/A
0.0 ,0.0 ,"16,999.6 ","11,507.1 ","28,506.6 ","2,553.6 ",112.0 ,0.0 ,"2,665.7 ","31,172.3 ",36.8 ,10.2 ,0.0 ,47.0 ,N/A,N/A,N/A,N/A,N/A,1.1 ,0.2 ,0.0 ,1.2 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"6,892.5 ","1,961.4 ","8,853.9 ","1,129.2 ",222.8 ,0.0 ,"1,352.1 ","10,206.0 ",14.9 ,2.5 ,0.0 ,17.4 ,5.4 ,0.1 ,0.0 ,5.5 ,22.9 ,0.4 ,0.0 ,0.0 ,0.5 ,0.2 ,0.0 ,0.0 ,0.2 ,0.6 
0.0 ,0.0 ,"24,083.6 ","17,581.6 ","41,665.1 ","2,331.7 ",209.3 ,0.0 ,"2,541.0 ","44,206.1 ",52.1 ,15.8 ,0.0 ,68.0 ,8.0 ,0.2 ,0.0 ,8.2 ,76.2 ,1.5 ,0.3 ,0.0 ,1.8 ,0.2 ,0.0 ,0.0 ,0.2 ,2.0 
*0.0,*0.0,*18881.7,*12321.5,*31203.2,*4586.4,*341.1,*5.2,*4932.6,*36135.9,*40.9,*15.6,*0.0,*56.4,*8.9,*0,*0.0,*8.9,*65.4,*1.2,*0.2,*0.0,*1.4,*0.3,*0,*0.0,*0.3,*1.7
*0.0,*0.0,*11188,*5928.9,*17116.9,*2316.3,*409.4,*0.0,*2725.7,*19842.6,*24.2,*5.1,*0.0,*29.4,*11,*0.8,*0.0,*11.8,*41.1,*0.7,*0.1,*0.0,*0.8,*0.4,*0,*0.0,*0.5,*1.3
0.0 ,0.0 ,"19,845.3 ","13,442.0 ","33,287.2 ","2,635.3 ",416.8 ,76.5 ,"3,128.5 ","36,415.8 ",43.0 ,17.0 ,0.0 ,60.0 ,11.6 ,0.5 ,0.1 ,12.2 ,72.2 ,1.2 ,0.2 ,0.0 ,1.5 ,0.4 ,0.0 ,0.0 ,0.4 ,1.9 
0.0 ,0.0 ,"15,859.8 ","9,310.8 ","25,170.6 ","4,228.0 ",242.8 ,0.0 ,"4,470.7 ","29,641.3 ",34.3 ,8.2 ,0.0 ,42.5 ,15.9 ,0.1 ,0.0 ,16.0 ,58.6 ,1.0 ,0.2 ,0.0 ,1.2 ,0.9 ,0.0 ,0.0 ,0.9 ,2.0 
*0.0,*0.0,*20162.3,*16967.1,*37129.4,*640.2,*1951.8,*8.9,*2600.9,*39730.3,*43.6,*21.5,*0.0,*65.1,*2.4,*7.3,*0,*9.6,*74.8,*1.3,*0.3,*0.0,*1.6,*0,*0.1,*0,*0.1,*1.7
0.0 ,0.0 ,"18,675.0 ","15,165.2 ","33,840.2 ","2,356.8 ",134.8 ,80.8 ,"2,572.4 ","36,412.6 ",40.4 ,13.7 ,0.0 ,54.1 ,11.4 ,0.2 ,0.0 ,11.5 ,65.6 ,1.2 ,0.2 ,0.0 ,1.4 ,0.5 ,0.0 ,0.0 ,0.5 ,1.9 
0.0 ,0.0 ,"20,138.2 ","14,526.2 ","34,664.4 ","2,797.0 ",163.5 ,0.0 ,"2,960.5 ","37,624.9 ",43.7 ,12.6 ,0.0 ,56.3 ,9.7 ,0.2 ,0.0 ,9.9 ,66.2 ,1.3 ,0.2 ,0.0 ,1.5 ,0.3 ,0.0 ,0.0 ,0.3 ,1.8 
0.0 ,0.0 ,"21,114.4 ","6,084.8 ","27,199.2 ",74.1 ,0.0 ,0.0 ,74.1 ,"27,273.2 ",45.7 ,7.7 ,0.0 ,53.4 ,0.1 ,0.0 ,0.0 ,0.1 ,53.5 ,1.3 ,0.1 ,0.0 ,1.4 ,0.0 ,0.0 ,0.0 ,0.0 ,1.4 
"13,438.0 ","112,899.0 ","635,475.7 ","410,793.5 ","1,046,269.2 ","86,683.7 ","14,805.0 ",253.2 ,"101,741.9 ","1,148,011.1 ","1,375.8 ",440.2 ,0.1 ,"1,816.1 ",262.0 ,32.5 ,0.1 ,294.6 ,"2,110.7 ",40.0 ,8.7 ,0.0 ,48.7 ,9.8 ,1.0 ,0.0 ,10.7 ,59.4 
*0.0,*0.0,*15766,*15435.2,*31201.2,*2583.8,*6219.7,*0.0,*8803.5,*40004.7,*35.6,*13.9,*0.0,*49.5,*N/A,*N/A,*N/A,*N/A,*N/A,*1.1,*0.2,*0.0,*1.3,*N/A,*N/A,*N/A,*N/A,*N/A
0.0 ,0.0 ,"21,622.6 ","21,947.6 ","43,570.2 ","6,800.2 ","1,510.7 ",0.0 ,"8,311.0 ","51,881.1 ",49.1 ,27.8 ,0.0 ,77.0 ,N/A,N/A,N/A,N/A,N/A,1.6 ,0.4 ,0.0 ,2.0 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"17,664.7 ","12,641.2 ","30,305.9 ","3,019.8 ",872.6 ,0.0 ,"3,892.4 ","34,198.4 ",38.8 ,11.4 ,0.0 ,50.2 ,11.7 ,0.2 ,0.0 ,11.9 ,62.0 ,1.2 ,0.2 ,0.0 ,1.4 ,0.5 ,0.0 ,0.0 ,0.5 ,1.9 
*245782,*0.0,*19370.1,*15531,*34901,*2399.3,*589.1,*0.0,*2988.4,*37889.5,*41.9,*12.4,*0.0,*54.3,*16.2,*0.6,*0.0,*16.9,*71.2,*1.2,*0.2,*0.0,*1.5,*1,*0,*0.0,*1,*2.4
0.0 ,0.0 ,"40,266.3 ","20,123.4 ","60,389.7 ","5,129.7 ","1,624.3 ",0.0 ,"6,753.9 ","67,143.6 ",87.2 ,18.1 ,0.0 ,105.3 ,21.4 ,2.2 ,0.0 ,23.6 ,128.9 ,2.5 ,0.3 ,0.0 ,2.8 ,1.2 ,0.0 ,0.0 ,1.3 ,4.1 
0.0 ,0.0 ,"8,331.4 ","6,977.6 ","15,309.0 ","1,323.5 ",395.6 ,25.0 ,"1,744.1 ","17,053.1 ",18.3 ,8.8 ,0.0 ,27.1 ,7.8 ,0.2 ,0.2 ,8.1 ,35.2 ,0.5 ,0.1 ,0.0 ,0.7 ,0.2 ,0.0 ,0.0 ,0.2 ,0.9 
0.0 ,0.0 ,"18,681.3 ","11,803.9 ","30,485.1 ","2,269.9 ",839.4 ,0.0 ,"3,109.3 ","33,594.4 ",40.5 ,10.6 ,0.0 ,51.1 ,10.5 ,0.7 ,0.0 ,11.1 ,62.2 ,1.2 ,0.2 ,0.0 ,1.4 ,0.4 ,0.0 ,0.0 ,0.4 ,1.8 
0.0 ,0.0 ,"13,258.9 ","8,116.1 ","21,375.0 ","2,310.5 ",553.2 ,417.0 ,"3,280.7 ","24,655.8 ",28.7 ,10.1 ,0.0 ,38.8 ,N/A,N/A,N/A,N/A,N/A,0.8 ,0.2 ,0.0 ,1.0 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"17,986.8 ","10,522.0 ","28,508.7 ","2,437.1 ",855.0 ,0.0 ,"3,292.1 ","31,800.8 ",38.9 ,9.5 ,0.0 ,48.5 ,13.2 ,0.3 ,0.0 ,13.6 ,62.0 ,1.1 ,0.2 ,0.0 ,1.3 ,0.3 ,0.0 ,0.0 ,0.3 ,1.6 
0.0 ,0.0 ,"10,266.2 ","5,621.5 ","15,887.7 ","1,632.0 ",407.7 ,0.0 ,"2,039.7 ","17,927.4 ",22.2 ,5.1 ,0.0 ,27.3 ,N/A,N/A,N/A,N/A,N/A,0.6 ,0.1 ,0.0 ,0.7 ,N/A,N/A,N/A,N/A,N/A
*0.0,*2341980,*54188.1,*34789.9,*88978,*11305.4,*3944.2,*97.4,*15347,*104325,*117.3,*43.9,*1.3,*162.4,*55.5,*5.3,*1.5,*62.3,*224.7,*3.4,*0.7,*0.3,*4.4,*2.2,*0.2,*0.1,*2.4,*6.8
0.0 ,"897,168.0 ","26,586.4 ","23,440.2 ","50,026.7 ","7,227.4 ","3,064.6 ",0.0 ,"10,292.0 ","60,318.7 ",57.5 ,23.8 ,0.5 ,81.9 ,27.1 ,2.3 ,0.0 ,29.4 ,111.3 ,1.7 ,4.2 ,0.1 ,6.0 ,1.2 ,0.1 ,0.0 ,1.3 ,7.3 
"245,782.0 ","3,239,148.0 ","263,988.7 ","186,949.6 ","450,938.4 ","48,438.7 ","20,876.1 ",539.3 ,"69,854.1 ","520,792.5 ",576.1 ,195.5 ,1.7 ,773.3 ,163.4 ,11.9 ,1.7 ,177.0 ,950.3 ,17.0 ,7.0 ,0.4 ,24.4 ,7.1 ,0.3 ,0.1 ,7.5 ,31.8 
0.0 ,0.0 ,"17,852.3 ","9,486.1 ","27,338.4 ","2,073.7 ",589.3 ,0.0 ,"2,663.1 ","30,001.4 ",38.6 ,8.0 ,0.0 ,46.6 ,N/A,N/A,N/A,N/A,N/A,1.1 ,0.2 ,0.0 ,1.4 ,N/A,N/A,N/A,N/A,N/A
*0.0,*0.0,*18850.4,*10481.9,*29332.3,*2987.7,*2172.6,*0.0,*5160.3,*34492.6,*40.8,*9.4,*0.0,*50.2,*N/A,*N/A,*N/A,*N/A,*N/A,*1.2,*0.2,*0.0,*1.4,*N/A,*N/A,*N/A,*N/A,*N/A
0.0 ,0.0 ,"27,642.0 ","16,828.1 ","44,470.1 ","2,413.1 ","1,044.1 ",0.0 ,"3,457.2 ","47,927.3 ",59.8 ,17.3 ,0.0 ,77.1 ,7.6 ,0.8 ,0.0 ,8.3 ,85.5 ,1.7 ,0.6 ,0.0 ,2.4 ,0.3 ,0.0 ,0.0 ,0.3 ,2.7 
0.0 ,0.0 ,"15,227.7 ","11,410.5 ","26,638.3 ","1,474.0 ","1,079.5 ",0.0 ,"2,553.4 ","29,191.7 ",33.0 ,10.3 ,0.0 ,43.2 ,6.2 ,2.7 ,0.0 ,8.9 ,52.1 ,1.0 ,0.2 ,0.0 ,1.1 ,0.2 ,0.1 ,0.0 ,0.3 ,1.4 
